Name,ID,Title,ShortText,Version,ServiceCode,ServiceUrl,Deprecated,hasManagedContent,CreatedAt,CreatedBy,ModifiedAt,ModifiedBy,ParentTechnicalName,State,ChangeLog,ExternalDocs,ReleaseInfo,MultiVersion,numberOfAPIs
CompanyCode_Delete,CompanyCode_Delete,Company Code - Deletion,Enables you to delete company code data,2102,REST,https://sandbox.api.sap.com/sapreturnablepackagemanagement/api/MasterDataService,,0,,XXX,,XXX,SAPReturnablePackagingManagement,ACTIVE,,,,0,1
SIA_NutrientCurve,SIA_NutrientCurve,Nutrient Curve Service,Maintain Nutrient Release Curves and Nutrient Storage Curves.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
CO_PPINT_MFG_PRODN_VERS,CO_PPINT_MFG_PRODN_VERS,Production Version - Replicate,Use this asynchronous outbound service to replicate production versions from SAP S/4HANA Cloud to external systems,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,DEPRECATED,"[{""date"":""May 2021"",""notes"":""UOM Handling for SOAP APIs. Additional attributes have been added for Production Version SOAP API."",""state"":""Deprecated"",""version"":""1""}]",,,0,1
OP_APPOINTMENT_ACTIVTY_BULK_CONF_OUT,CO_CRMS4_APPOINTMENT_ACTIVITY2,"Appointment Activity (Bulk, Asynchronous) - Confirm Processing",Communicate with an external system when the appointment activities are created or changed using this asynchronous outbound service,1.0.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/c4/ced7c2e86745718605828c95ca5c74/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/c4/ced7c2e86745718605828c95ca5c74/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/c4/ced7c2e86745718605828c95ca5c74/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/c4/ced7c2e86745718605828c95ca5c74/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
OP_API_COSTCENTERACTIVITYTYPE_SRV_0001,API_COSTCENTERACTIVITYTYPE_SRV_0001,Activity Type - Read (A2X),Read master data of cost center activity types using this synchronous inbound service,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/07/0e6944acef42388576bf11240e4699/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/07/0e6944acef42388576bf11240e4699/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/07/0e6944acef42388576bf11240e4699/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/07/0e6944acef42388576bf11240e4699/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
IntegrationContent,IntegrationContent,Integration Content,Manage and query integration artifacts of design time and runtime.,1.0.0,ODATA,https://sandbox.api.sap.com/cpi/api/v1,,0,,XXX,,XXX,CloudIntegrationAPI,ACTIVE,,,,0,1
OP_API_PLANNINGCATEGORY_SRV_0001,API_PLANNINGCATEGORY_SRV_0001,Plan Category - Read,Read planning category data synchronously using this inbound service,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/4b/5cbdcaeabe47ffb63cd21477308efb/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/4b/5cbdcaeabe47ffb63cd21477308efb/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/4b/5cbdcaeabe47ffb63cd21477308efb/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/4b/5cbdcaeabe47ffb63cd21477308efb/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
optimizer_API,optimizer_API,Sourcing,Calculates a sourcing result based on a sourcing strategy.,1.0.0,REST,,,0,,XXX,,XXX,SAPOrderManagementForSourcingAndAvailability,ACTIVE,,,,0,1
XC_CRRBOX_SRV,XC_CRRBOX_SRV,Postbox,,1,ODATA,https://sandbox.api.sap.com/s4b/v1/crrbox,,,,XXX,,XXX,BANKAPIS,,,,,0,1
ITCM_Aropenitems,ITCM_Aropenitems,Account Receivable Open Item Service,The AR Open Item services represent AR Open Item that can be posted to or queried from SAP Intelligent Trade Claims Management by a user.,1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentTradeClaimsManagement,ACTIVE,,,,0,1
_SCMB_CO_CPX_LOC_BULK_REPL_REQ,/SCMB/CO_CPX_LOC_BULK_REPL_REQ,Location - Replicate,Replicate locations using this asynchronous outbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
SAPBIPlatform,SAPBIPlatform,SAP BusinessObjects BI Platform,This APIs enables you to perform BI Platform workflows,4.2,REST,http://hostname:port/biprws,,,,XXX,,XXX,BIPlatformRESTfulAPI,,,,,0,1
PSM_ISI_R_II_MANAGE_PRODUCT_DESIGN_IN,PSM_ISI_R_II_MANAGE_PRODUCT_DESIGN_IN,Manage Product Designs,An interface to manage product designs.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
API_MKT_INTERACTION_SRV,API_MKT_INTERACTION_SRV,Marketing - Interaction Integration,This API service can be used for reading and writing interaction data,1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_MKT_INTERACTION_SRV,,0,,XXX,,XXX,SAPS4HANAMarketingCloud,ACTIVE,,,,0,1
punchoutPOUpdate,punchoutPOUpdate,Punchout PO Update Upload,Upload Work Order Data Into SAP Fieldglass,API-V1.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
UserDelete,UserDelete,Delete Business Users,Deletes business users and their associated data,1905,REST,https://sandbox.api.sap.com/sbo,,0,,XXX,,XXX,sboapi,ACTIVE,,,,0,1
sapdme_ewm_integration,sapdme_ewm_integration,Extended Warehouse Management Integration,Perform logistics related activities in Extended Warehouse Management integration such as material staging and goods receipt,v1,REST,https://hostname/,,0,,XXX,,XXX,SAPDigitalManufacturingCloud,ACTIVE,"[{""date"":""21 Aug 2021"",""notes"":""Add new API for Extended Warehouse Management staging request"",""state"":""Active"",""version"":""v1""},{""date"":""22 May 2021"",""notes"":""First version"",""state"":""Active"",""version"":""v1""}]",,,0,1
buDownload,buDownload,Business Unit Download,Download business units from SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
IBP_BusinessUser_Query,IBP_BusinessUser_Query,Query Business User,Read business users from your external data source such as an identity management system with this service.,1,SOAP,,,0,,XXX,,XXX,IBPAPIIdentityManagementService,ACTIVE,,,,0,1
document_information_extraction_api,document_information_extraction_api,Document Information Extraction,Use machine learning to automate your document information extraction processes.,1.0,REST,https://sandbox.api.sap.com/document-information-extraction/v1,,0,,XXX,,XXX,SAPLeonardoMLBusinessServices,ACTIVE,,,,0,1
sapdme_standardrate,sapdme_standardrate,Standard Rates,Get a list of standard rates by resource or workcenter.,v1,REST,https://hostname/,,0,,XXX,,XXX,SAPDigitalManufacturingCloud,ACTIVE,"[{""date"":""19 FEB 2022"",""notes"":""First version"",""state"":""Active"",""version"":""v1""}]",,,0,1
II_CONTRACT_REPLICATION_IN,II_CONTRACT_REPLICATION_IN,Contract Replication In,Replicates contract to SAP Cloud for Customer.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
SAP_CF_EMS_Entitlement_Attribute,SAP_CF_EMS_Entitlement_Attribute,Entitlement Attributes,"Create entitlement attributes, query entitlement attributes",2.0,REST,,,0,,XXX,,XXX,SAPCPEMSAPIs,ACTIVE,,,,0,1
PLTSuccessStore,PLTSuccessStore,Success Store,API to access the Success Store content,1.0,ODATA,https://sandbox.api.sap.com/successfactors/odata/v2,,0,,XXX,,XXX,SuccessFactorsFoundationPlatform,ACTIVE,,,,0,1
boxv2,boxv2,boxv2,"Cloud content management, collaboration, and file sharing service",api-v2,REST,,,,,XXX,,XXX,documents,,,,,0,1
TransportationOrderQuotationCancellationRequest_Out,TransportationOrderQuotationCancellationRequest_Out,Provider API to Cancel Freight Request for Quotation,Enables shippers to cancel a freight request for quotation in SAP Logistics Business Network,1.0,SOAP,,,0,,XXX,,XXX,LbnFreightCollaborationTenderingSubcontracting,ACTIVE,,,,0,1
uploadJobCode,uploadJobCode,Job Code Upload,Upload multiple sets of job code data into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
insightly,insightly,Insightly,"Cloud-based CRM platform for Gmail, G Suite, and Outlook",api-v2,REST,,,,,XXX,,XXX,crm,,,,,0,1
Samples,Samples,Samples,"The Samples API lets you create and manage samples from your contact lists, using Sample Definitions as filters for those list.",3.0.0,REST,https://sandbox.api.sap.com/qualtrics,,0,,XXX,,XXX,Qualtrics,ACTIVE,,,,0,1
EquipmentAPI,EquipmentAPI,Equipment API,"A piece of equipment is a physical instance of a model, an object-based structure of a technical system",1.0,REST,https://sandbox.api.sap.com/sapassetintelligencenetwork,,0,,XXX,,XXX,SAPAssetIntelligenceNetwork,ACTIVE,"[{""date"":""08 Jan 2021"",""notes"":""Notifications API has been moved out of Equipment API. <a href=\""https://api.sap.com/api/NotificationsAPI/resource\"">Visit Notifications API<\/a>"",""state"":""Active"",""version"":""1.0.0""}]",,,0,1
SIA_IndividualCrop,SIA_IndividualCrop,Individual Crop Service,Maintain Individual Crops.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
OP_API_SETTLMT_DOC_0001,SettlmtDoc                          0001,Settlement Document,Consume Settlement Documents in SAP S/4HANA that can be used by external applications with an API call of this synchronous inbound service,1.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/bf/855abdfc6045c0a7aa2536781917ec/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/bf/855abdfc6045c0a7aa2536781917ec/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/bf/855abdfc6045c0a7aa2536781917ec/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS01,2021 FPS02",1,1
OP_CENTRALSUPPLIERQUOTATION_0001,CentralSupplierQuotation            0001,Central Supplier Quotation,"Read, update, create and delete central supplier quotations from an external system in SAP S/4HANA system using this synchronous service",1.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/13/07ed5e617148509f07a7af3d0ab117/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/13/07ed5e617148509f07a7af3d0ab117/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/13/07ed5e617148509f07a7af3d0ab117/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
CO_CRMS4_SERVICE_ORDER_BULK_CO,CO_CRMS4_SERVICE_ORDER_BULK_CO,Service Order (Bulk) - Confirm Processing (Asynchronous),Communicate with an external system when a service order is created or changed using this asynchronous outbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
timeentry,timeentry,Time Entry,Manage employee time entry that is recorded against the activities for a particular day.,1.0,ODATA,https://sandbox.api.sap.com/sap/c4c/odata/v1/c4codataapi,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
CO_LOG_MDR_PLANT_PURCH_ORG,CO_LOG_MDR_PLANT_PURCH_ORG,Assignments of Plant to Purchasing Organization – Replicate,Transfer assignments of plants to purchasing organizations from SAP S/4HANA Cloud to an external system using this asynchronous outbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
PublicTransit,PublicTransit,Public Transit API,"Access features that go beyond simple estimated transit routing like search, next departures, and pedestrian access points.",8.0.0,REST,,,0,,XXX,,XXX,HERELocationSuite,ACTIVE,,,,0,1
JOURNALENTRYBULKCREATIONREQUES,JOURNALENTRYBULKCREATIONREQUES,Journal Entry - Post (Asynchronous),Post journal entries asynchronously from external systems to your SAP S/4HANA Cloud system,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
CO_SDMD_ESR_DISTR_CHANNEL,CO_SDMD_ESR_DISTR_CHANNEL,Distribution Channel - Replicate,Replicate distribution channels from SAP S/4HANA Cloud to external systems,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
servicerequest,servicerequest,Service Request,"To submit and review status of various Service Requests example: New check book, Reissue credit card, Credit limit increase requests etc.",8.3.04.02,ODATA,https://sandbox.api.sap.com/ocbapi/platform-web/odata/services,,0,,XXX,,XXX,OCB,ACTIVE,,,,0,1
uploadRateComponent,uploadRateComponent,Rate Component Upload,Upload rate components into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
MEASUREMENTDOCUMENT_0001,MeasurementDocument                 0001,Measurement Document,"Create, update, read, set reversal indicator and reset reversal indicator using this synchronous inbound service",1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_measurementdocument/srvd_a2x/sap/measurementdocument/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
Products,Products,Products,Used for retrieving products based on the provided product ID.,1.0,REST,,,0,,XXX,,XXX,SAPConfigurePriceQuoteProducts,ACTIVE,,,,0,1
sappqm_aiml_scenarios,sappqm_aiml_scenarios,Artificial Intelligence/Machine Learning Scenarios,Manage Artificial Intelligence/Machine Learning Scenarios for automation of manufacturing processes,v1,REST,https://hostname/,,0,,XXX,,XXX,SAPDigitalManufacturingCloud,ACTIVE,"[{""date"":""21 Aug 2021"",""notes"":""Added API to create and get inspection log for a Shop Floor Control (SFC)."",""state"":""Active"",""version"":""v1""},{""date"":""14 Nov 2020"",""notes"":""First version"",""state"":""Active"",""version"":""v1""}]",,,0,1
JITCALLREQUEST_IN,JITCALLREQUEST_IN,Manage Just-In-Time Calls,Creates and modifies inbound Just-In-Time calls asynchronously,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
SAP_CF_EMS_Entitlement_Generation,SAP_CF_EMS_Entitlement_Generation,Entitlement Generation,Generates entitlements via mapping and rule sets.,1.0,REST,https://hostname/sap/ems/api,,0,,XXX,,XXX,SAPCPEMSAPIs,ACTIVE,,,,0,1
OP_API_PACKINGINSTRUCTION_0001,API_PACKINGINSTRUCTION_0001,Packing Instruction - Read (A2X),Retrieve packing instructions using this inbound service,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/8c/64ea338f6a4c68b40f8dbcafde8954/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/8c/64ea338f6a4c68b40f8dbcafde8954/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/8c/64ea338f6a4c68b40f8dbcafde8954/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/8c/64ea338f6a4c68b40f8dbcafde8954/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
SERVICECONFIRMATIONREQUEST_IN,SERVICECONFIRMATIONREQUEST_IN,"Service Confirmation - Create, Change (Asynchronous)",Create or change service confirmations using this asynchronous inbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
CO_APCRM_SRQ_ATTCH_RPL_OUT,CO_APCRM_SRQ_ATTCH_RPL_OUT,Service Ticket Attachment Folder Replication Out,Replicates service ticket attachment folder from SAP Cloud for Customer.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
ProductGroupPushAPIV1,ProductGroupPushAPIV1,Replicate Product Group Data,Replicates master data for product groups.,Beta,REST,,,0,,XXX,,XXX,SAPProductFootprintManagement,BETA,"[{""date"":""24 Jan 2022"",""notes"":""Initial Beta Release"",""state"":""Beta"",""version"":""Beta""}]",,,0,1
Task,Task,Task,Enables you to work with Tasks and TaskAssignments.,1708,ODATA,https://hostname/jam,,0,,XXX,,XXX,SAPJam,ACTIVE,,,,0,1
CompositeAndMassAPI,CompositeAndMassAPI,Composite and Mass API,Consume APIs robustly and execute multiple APIs as a single request,1.0.0,REST,https://sandbox.api.sap.com/sapassetintelligencenetwork,,0,,XXX,,XXX,SAPAssetIntelligenceNetwork,ACTIVE,,,,0,1
RM_MerchandiseCategoryHierarchyNode,RM_MerchandiseCategoryHierarchyNode,Merchandise Category Hierarchy Node,Processes merchandise category hierarchy nodes.,1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentReturnsManagement,ACTIVE,,,,0,1
SIA_Destination,SIA_Destination,Destination Service,Maintain Destinations.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
OrderDeliverySchedulesService,OrderDeliverySchedulesService,Order and Delivery Schedules,"Retrieve data that is used, maintained, and generated in the process of scheduling orders and deliveries.",1.0.0,ODATAV4,,,0,,XXX,,XXX,SAPOrderAndDeliveryScheduling,ACTIVE,,,,0,1
NotificationsAPI,NotificationsAPI,Notifications API,A notification facilitates the process of maintenance of equipments and other related processes,1.0,REST,https://sandbox.api.sap.com/sapassetintelligencenetwork,,0,,XXX,,XXX,SAPAssetIntelligenceNetwork,ACTIVE,,,,0,1
sage200,sage200,Sage 200 Accounting,Finance and management software to manage accounts and customers,api-v2,REST,,,,,XXX,,XXX,finance,,,,,0,1
OrganizationImport,OrganizationImport,Import Organizations,Add or update one or more supplier or customer organizations for SAP Ariba Strategic Sourcing solutions.,1,SOAP,,,0,,XXX,,XXX,SAPAribaWebServices,ACTIVE,,,,0,1
CABILLINGPLAN_0001,CABillingPlan                       0001,Convergent Invoicing Billing Plan,Manage Billing Plans in Convergent Invoicing using this synchronous inbound service,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_cabillingplan/srvd_a2x/sap/cabillingplan/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
PostingDocument_Update,PostingDocument_Update,Update Delivery Note Details,Enables you to update the delivery note details for posting documents,Beta,REST,https://sandbox.api.sap.com/sapreturnablepackagemanagement,,0,,XXX,,XXX,SAPReturnablePackagingManagement,ACTIVE,"[{""date"":""04 Feb 2022"",""notes"":""Update delivery note details beta version"",""state"":""Active"",""version"":""1.0.0""}]",,,0,1
API_PRODUCT_ALLOC_SEQUENCE_SRV,API_PRODUCT_ALLOC_SEQUENCE_SRV_0001,Product Allocation Sequence,"Use this synchronous inbound service to read header data and read, edit and delete assignments for a specific product allocation sequence",1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_PRODUCT_ALLOC_SEQUENCE_SRV,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
PSM_ISI_R_II_MANAGE_BUPA_IN,PSM_ISI_R_II_MANAGE_BUPA_IN,Manage Business Partners,An interface to manage business partner master data from an external application.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
PSM_ISI_R_II_PRC_MANAGE_SPS_IN,PSM_ISI_R_II_PRC_MANAGE_SPS_IN,Manage Sales Price Specifications,"An interface to create or update sales price specification, for example, surcharges, discounts or freights from a source system or file.",2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
DSAPIsImplementedByApplication,DSAPIsImplementedByApplication, Configure Data Subject Deletion,Configuration for deletion of data subject and End of Purpose (EoP) check,1.0.0,REST,https://sandbox.api.sap.com/sapdrm/configuredatasubjectdeletion,,0,,XXX,,XXX,SAPDataRetentionManager,ACTIVE,,,,0,1
RemittanceImport,RemittanceImport,Import Remittance,Get remittance information from an external ERP system.,1,SOAP,,,0,,XXX,,XXX,SAPAribaWebServices,ACTIVE,,,,0,1
PSM_ISI_R_II_MANAGE_KIT_ITEM_LIST_IN,PSM_ISI_R_II_MANAGE_KIT_ITEM_LIST_IN,Manage Kit Item List,An interface to migrate or create Kit Item List from a source system or file.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
neo_consumer_api,neo_consumer_api,Neo Consumer API,Allows you to read events regarding your resources that you have defined to be cached in the Alert Notification storage.,v1,REST,https://hostname/,,0,,XXX,,XXX,AlertNotification,ACTIVE,,,,0,1
OP_API_CABUSPARTINVOICE_0002,API_CABUSPARTINVOICE                0002,Contract Accounting Business Partner Invoice - Read,Retrieve a list of Contract Accounting (FI-CA) invoices from your SAP S/4HANA system using this synchronous inbound service,2.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/6e/c0cd0d9806492695c7e3354fe54d24/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/6e/c0cd0d9806492695c7e3354fe54d24/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS01,2021 FPS02",1,1
global,global,Globals,The global endpoint is used to get objects.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass_time_processing,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
uploadSupplierEdit,uploadSupplierEdit,Supplier Update Upload,Upload supplier data into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
OP_VMSVEHICLESTATUS_0001,VMSVehicleStatus                    0001,Vehicle Management System Vehicle Status - Read,Read details of vehicle status in Vehicle Management System (VMS) by using this inbound service,1.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/ac/533eb1b7ea4e30b71410efbf91ce59/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/ac/533eb1b7ea4e30b71410efbf91ce59/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/ac/533eb1b7ea4e30b71410efbf91ce59/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/ac/533eb1b7ea4e30b71410efbf91ce59/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
Materials_UnitsOfMeasureService,Materials_UnitsOfMeasureService,Material Units of Measure,"Create, retrieve, and change units of measure for materials.",1.0.0,ODATAV4,,,0,,XXX,,XXX,SAPBatchReleaseHubForLifeSciences,ACTIVE,,,,0,1
businessContextConfiguration,businessContextConfiguration,Business Context Configuration Management,APIs for Business Context Management design time configuration.,1.0.0,ODATA,https://sandbox.api.sap.com:443/dataprivacyintegrationapi/ext/business-context/v1/businessContextManagementServices,,0,,XXX,,XXX,DataPrivacyIntegrationBusinessContext,ACTIVE,,,,0,1
SIA_DefaultResource,SIA_DefaultResource,Default Resource Service,Maintain Default Resources.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
SIA_Pest,SIA_Pest,Pest Service,Maintain Pests.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
uploadSOWTeamMember,uploadSOWTeamMember,SOW Team Member Upload,Upload team members to an existing SOW into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
ErrorMessages,ErrorMessages,Error Messages,A service that provides access to error messages.,1.0.0,REST,https://sandbox.api.sap.com/iotae/errormessages,,0,,XXX,,XXX,IOTAE,ACTIVE,,,,0,1
CO_BUS_ATTR_ASS_REPL_REQ_OUT,CO_BUS_ATTR_ASS_REPL_REQ_OUT,Business Attribute Assignment Replication Out,Replicates business attribute assignment from SAP Cloud for Customer.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
CO_FKK_CA_FACTOROFFERBULK_OUT,CO_FKK_CA_FACTOROFFERBULK_OUT,Factoring - Offer Data,Transfer factoring data from Contract Accounting (FI-CA) in your SAP S/4HANA Cloud system to an external system,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
DevPortal_Application_CF,DevPortal_Application_CF,API Business Hub Enterprise - Application (CF),Enables you to view all Applications.,1.0,ODATA,https://sandbox.api.sap.com/sapapimanagement/odata/1.0/data.svc,,0,,XXX,,XXX,APIMgmt,ACTIVE,,,,0,1
surveyresponse,surveyresponse,Survey Response,Access information on your survey responses.,1.0,ODATA,https://sandbox.api.sap.com/sap/c4c/odata/v1/c4codataapi,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
